Index: Init, Total -- indiv
506958: 3060.0, 3060.0009999999997 -- [ 2955.95    104.051]
506973: 3060.0, 2551.3831999999998 -- [ 2453.04      98.3432]
507181: 3060.0, 2803.19 -- [ 1839.81   963.38]
507496: 3060.0, 1206.331 -- [ 368.122  838.209]
507508: 3060.0, 2339.115 -- [ 1824.85    514.265]
507688: 3060.0, 3059.996 -- [  263.866  2796.13 ]
507791: 3060.0, 2909.271 -- [ 2775.52    133.751]
507956: 3060.0, 1743.174 -- [ 1599.78    143.394]
507963: 3060.0, 2859.3794 -- [ 2828.77      30.6094]
508176: 3060.0, 2730.1897 -- [   39.4197  2690.77  ]
508210: 3060.0, 2433.2015 -- [   22.4215  2410.78  ]
508342: 3060.0, 2582.7110000000002 -- [  477.541  2105.17 ]
508411: 3060.0, 2068.812 -- [ 1529.68    539.132]
508505: 3060.0, 1161.1931 -- [ 1083.35      77.8431]
508680: 3060.0, 3059.999 -- [  202.359  2857.64 ]
508699: 3060.0, 1279.41 -- [ 1025.43   253.98]
508823: 3060.0, 1521.326 -- [  414.216  1107.11 ]
508915: 3060.0, 2646.223 -- [ 2482.59    163.633]
508919: 3060.0, 3060.003 -- [ 2791.55    268.453]
509079: 3060.0, 2487.41 -- [ 1394.77  1092.64]
509188: 3060.0, 2536.666 -- [ 2345.75    190.916]
509402: 3060.0, 2840.9210000000003 -- [ 2824.15     16.771]
509409: 3060.0, 726.15 -- [ 499.508  226.642]
509439: 3060.0, 2377.0429999999997 -- [  297.693  2079.35 ]
509464: 3060.0, 1702.7563 -- [ 1686.18      16.5763]
509720: 3060.0, 3060.003 -- [ 2863.55    196.453]
509880: 3060.0, 2790.2870000000003 -- [  170.007  2620.28 ]
510048: 3060.0, 1544.2516 -- [ 1509.93      34.3216]
510079: 3060.0, 2417.8791 -- [ 2362.4       55.4791]
510099: 3060.0, 1332.95 -- [ 626.707  706.243]
510113: 3060.0, 2190.853 -- [  218.473  1972.38 ]
510166: 3060.0, 2095.781 -- [  784.351  1311.43 ]
510339: 3060.0, 3060.0 -- [  251.94  2808.06]
510637: 3060.0, 3060.001 -- [  328.931  2731.07 ]
510724: 3060.0, 2818.614 -- [ 2675.19    143.424]
510977: 3060.0, 2831.57973 -- [    3.62973  2827.95   ]
511057: 3060.0, 2781.812 -- [  128.172  2653.64 ]
511080: 3060.0, 1093.461 -- [ 965.885  127.576]
511598: 3060.0, 2193.319 -- [ 1499.9     693.419]
511688: 3060.0, 1457.56 -- [ 1024.7    432.86]
511759: 3060.0, 2037.486 -- [  298.266  1739.22 ]
511879: 3060.0, 2205.19 -- [  648.27  1556.92]
511985: 3060.0, 2298.332 -- [ 1938.84    359.492]
512060: 3060.0, 3060.0 -- [ 2792.64   267.36]
512200: 3060.0, 3025.256 -- [ 2748.83    276.426]
512300: 3060.0, 2804.8894 -- [   50.7994  2754.09  ]
512435: 3060.0, 931.7726 -- [ 903.924    27.8486]
512469: 3060.0, 3059.999 -- [ 2876.25    183.749]
512705: 3060.0, 3060.003 -- [ 2946.17    113.833]
512763: 3060.0, 2849.2000000000003 -- [  336.3  2512.9]
512799: 3060.0, 2268.8559999999998 -- [  205.066  2063.79 ]
512853: 3060.0, 1314.8931 -- [   21.8131  1293.08  ]
512855: 3060.0, 2298.9460000000004 -- [ 2174.28    124.666]
512868: 3060.0, 2501.819 -- [ 2138.92    362.899]
513215: 3060.0, 2899.2960000000003 -- [ 2767.11    132.186]
513244: 3060.0, 2425.903 -- [  192.533  2233.37 ]
513280: 3060.0, 1722.508 -- [ 1441.93    280.578]
513467: 3060.0, 1431.112 -- [ 867.428  563.684]
513621: 3060.0, 3059.999 -- [  259.609  2800.39 ]
513629: 3060.0, 2580.404 -- [  751.034  1829.37 ]
513793: 3060.0, 3060.0040000000004 -- [  244.694  1223.13   1592.18 ]
513820: 3060.0, 2812.2475999999997 -- [   75.7976  2736.45  ]
513874: 3060.0, 1108.499 -- [ 189.311  919.188]
514584: 3060.0, 2525.4015 -- [   13.1515  2512.25  ]
514761: 3060.0, 1573.8359 -- [ 1521.8       52.0359]
515207: 3060.0, 954.379 -- [ 829.201  125.178]
515228: 3060.0, 887.6576 -- [ 840.85     46.8076]
515295: 3060.0, 3059.995 -- [  148.165  2911.83 ]
515385: 3060.0, 2524.047 -- [ 2377.61    146.437]
515475: 3060.0, 0.0 -- []
515498: 3060.0, 3060.004 -- [  250.504  2809.5  ]
515509: 3060.0, 2861.3646000000003 -- [ 2816.76      44.6046]
515569: 3060.0, 2839.6767999999997 -- [   75.9368  2763.74  ]
515662: 3060.0, 1749.39 -- [  644.44  1104.95]
515720: 3060.0, 2886.0299999999997 -- [ 2751.66   134.37]
515778: 3060.0, 1319.6988999999999 -- [   85.1789  1234.52  ]
515900: 3060.0, 1782.4061 -- [ 1765.3       17.1061]
516197: 3060.0, 3059.9990000000003 -- [  146.139  2913.86 ]
516403: 3060.0, 2786.037 -- [  258.957  2527.08 ]
516478: 3060.0, 81.4912053 -- [  8.14582000e+01   3.30053000e-02]
516558: 3060.0, 3060.004 -- [ 2957.06    102.944]
516592: 3060.0, 2864.638 -- [ 2425.5     439.138]
516758: 3060.0, 2637.17 -- [ 1434.56  1202.61]
516813: 3060.0, 2876.6016 -- [   17.4216  2859.18  ]
517078: 3060.0, 2815.963 -- [  707.393  2108.57 ]
517178: 3060.0, 2729.164 -- [ 1818.9     910.264]
517184: 3060.0, 1733.4940000000001 -- [  394.514  1338.98 ]
517212: 3060.0, 2851.203 -- [ 2536.86    314.343]
517507: 3060.0, 2713.98 -- [ 1454.5   1259.48]
517645: 3060.0, 3059.998 -- [  122.168  2937.83 ]
517745: 3060.0, 1131.263 -- [ 687.499  443.764]
517896: 3060.0, 815.7616 -- [ 801.359    14.4026]
517897: 3060.0, 2892.1369999999997 -- [  137.557  2754.58 ]
517898: 3060.0, 2680.686 -- [  255.246  2425.44 ]
517961: 3060.0, 2188.8199999999997 -- [ 2020.32   168.5 ]
518005: 3060.0, 2503.517 -- [  388.557  2114.96 ]
518115: 3060.0, 3060.001 -- [  283.681  2776.32 ]
518176: 3060.0, 3060.002 -- [  204.602  2855.4  ]
518249: 3060.0, 3059.997 -- [ 2352.39    707.607]
518731: 3060.0, 2613.5216 -- [ 2530.7       82.8216]
518879: 3060.0, 1270.982 -- [ 454.993  815.989]
518888: 3060.0, 2422.9484 -- [   48.4884  2374.46  ]
518994: 3060.0, 560.55 -- [ 439.917  120.633]
519034: 3060.0, 2986.137 -- [  213.137  2773.   ]
519173: 3060.0, 634.7544 -- [ 622.873    11.8814]
519745: 3060.0, 1040.077 -- [ 860.277  179.8  ]
520028: 3060.0, 3060.005 -- [  138.665  2921.34 ]
520089: 3060.0, 3059.998 -- [  132.668  2927.33 ]
520148: 3060.0, 3060.002 -- [  288.732  2771.27 ]
520153: 3060.0, 2440.151 -- [ 1953.68    486.471]
520267: 3060.0, 2699.4705 -- [   72.3105  2627.16  ]
520365: 3060.0, 3059.995 -- [ 2456.64    603.355]
520373: 3060.0, 2433.389 -- [  209.719  2223.67 ]
520401: 3060.0, 2788.143 -- [  279.653  2508.49 ]
520477: 3060.0, 2744.12046 -- [    5.50046  2738.62   ]
520576: 3060.0, 2675.6054 -- [ 2636.79      38.8154]
520701: 3060.0, 3060.0049999999997 -- [ 2926.16    133.845]
520804: 3060.0, 1104.6970000000001 -- [ 916.73   187.967]
520924: 3060.0, 2174.835 -- [  305.315  1869.52 ]
521029: 3060.0, 3059.997 -- [  203.877  2856.12 ]
521052: 3060.0, 2079.814 -- [  135.634  1944.18 ]
521141: 3060.0, 1799.478 -- [ 1570.64    228.838]
521390: 3060.0, 3059.999 -- [ 2658.73    110.918   290.351]
521542: 3060.0, 3059.999 -- [  169.259  2890.74 ]
521866: 3060.0, 2758.268 -- [  356.728  2401.54 ]
521980: 3060.0, 2866.011 -- [ 2730.2     135.811]
521986: 3060.0, 2915.5687000000003 -- [   69.4987  2846.07  ]
522010: 3060.0, 3059.996 -- [ 2821.57    238.426]
522016: 3060.0, 1149.978 -- [ 707.069  442.909]
522062: 3060.0, 820.44 -- [ 354.376  466.064]
522249: 3060.0, 3059.9973 -- [ 2964.4       95.5973]
522343: 3060.0, 2202.012 -- [  548.522  1653.49 ]
522440: 3060.0, 2457.5 -- [ 2347.99   109.51]
522460: 3060.0, 2462.4680000000003 -- [ 2161.28    301.188]
522490: 3060.0, 3060.002 -- [ 2808.06    251.942]
522516: 3060.0, 2047.483 -- [  241.393  1806.09 ]
522588: 3060.0, 2658.369 -- [ 2480.67    177.699]
522627: 3060.0, 3059.999 -- [ 2922.83    137.169]
522767: 3060.0, 2625.318 -- [  120.588  2504.73 ]
523019: 3060.0, 2319.9339999999997 -- [ 1656.61    663.324]
523328: 3060.0, 2902.4498 -- [   13.0498  2889.4   ]
523372: 3060.0, 3060.001 -- [ 2899.8     160.201]
523511: 3060.0, 1966.6108000000002 -- [ 1925.16      41.4508]
523610: 3060.0, 1678.737 -- [  337.537  1341.2  ]
523615: 3060.0, 188.8382 -- [ 171.196    17.6422]
523779: 3060.0, 868.7083 -- [ 787.359    81.3493]
524065: 3060.0, 3059.997 -- [ 2918.27    141.727]
524141: 3060.0, 3060.0 -- [  185.75  2874.25]
524222: 3060.0, 2411.5209 -- [ 2328.98      82.5409]
524356: 3060.0, 2626.8790000000004 -- [ 2443.07    183.809]
524798: 3060.0, 2075.221 -- [   54.371  2020.85 ]
524809: 3060.0, 3059.9970000000003 -- [ 2691.38    368.617]
524955: 3060.0, 2847.0249999999996 -- [ 2665.64    181.385]
525014: 3060.0, 3060.0009999999997 -- [  126.321  2933.68 ]
525265: 3060.0, 1037.9207 -- [ 1016.43      21.4907]
525431: 3060.0, 1596.662 -- [  229.192  1367.47 ]
525772: 3060.0, 215.0256 -- [ 131.05     83.9756]
525815: 3060.0, 3059.9979999999996 -- [  207.778  2852.22 ]
525839: 3060.0, 2731.174 -- [  305.354  2425.82 ]
525955: 3060.0, 1576.872 -- [  443.132  1133.74 ]
525995: 3060.0, 1607.522 -- [  134.772  1472.75 ]
526086: 3060.0, 3060.004 -- [ 2806.46    253.544]
526177: 3060.0, 1840.914 -- [  218.324  1622.59 ]
526197: 3060.0, 574.7431 -- [  99.2341  475.509 ]
526228: 3060.0, 1306.2359999999999 -- [  121.706  1184.53 ]
526389: 3060.0, 3059.997 -- [  189.267  2870.73 ]
526478: 3060.0, 2817.284 -- [  605.634  2211.65 ]
526551: 3060.0, 2722.6742 -- [ 2635.39      87.2842]
526637: 3060.0, 1038.681 -- [ 217.855  820.826]
526714: 3060.0, 1382.648 -- [   69.818  1312.83 ]
527173: 3060.0, 2592.003 -- [ 2444.84    147.163]
527411: 3060.0, 1812.172 -- [  111.172  1701.   ]
527538: 3060.0, 2059.203 -- [  819.203  1240.   ]
527972: 3060.0, 3060.0009999999997 -- [ 2913.99    146.011]
528188: 3060.0, 2876.1410000000005 -- [  213.577  2460.11    202.454]
528195: 3060.0, 2690.6668 -- [   54.0468  2636.62  ]
528858: 3060.0, 1996.9650000000001 -- [  986.635  1010.33 ]
528907: 3060.0, 2729.9313 -- [ 2702.23      27.7013]
528964: 3060.0, 3059.997 -- [ 2926.44    133.557]
529200: 3060.0, 2434.6164 -- [   75.7364  2358.88  ]
529224: 3060.0, 2493.8599999999997 -- [ 1163.51  1330.35]
529242: 3060.0, 2686.413 -- [   38.693  2647.72 ]
529361: 3060.0, 3059.998 -- [ 2869.55    190.448]
529412: 3060.0, 2612.384 -- [  385.614  2226.77 ]
529505: 3060.0, 893.699 -- [ 274.072  619.627]
529556: 3060.0, 2604.501 -- [ 2419.79    184.711]
529699: 3060.0, 2704.875 -- [  173.615  2531.26 ]
529837: 3060.0, 2842.8433 -- [ 2777.97      64.8733]
529919: 3060.0, 3059.9970000000003 -- [  311.987  2748.01 ]
529964: 3060.0, 2930.712 -- [ 2789.52    141.192]
529999: 3060.0, 170.4323 -- [ 83.0979  87.3344]
530056: 3060.0, 481.81690000000003 -- [ 416.74     65.0769]
530196: 3060.0, 2868.873 -- [  186.553  2682.32 ]
530320: 3060.0, 3059.995 -- [  148.205  2911.79 ]
530342: 3060.0, 205.34320000000002 -- [ 152.479    52.8642]
530505: 3060.0, 2189.383 -- [ 1911.12    278.263]
530676: 3060.0, 2506.486 -- [  214.236  2292.25 ]
530739: 3060.0, 2895.1659 -- [   33.5259  2861.64  ]
530810: 3060.0, 1594.571 -- [  215.111  1379.46 ]
530877: 3060.0, 2469.1490000000003 -- [ 2063.09    406.059]
531092: 3060.0, 3060.002 -- [  155.872  2904.13 ]
531111: 3060.0, 904.804 -- [ 686.384  218.42 ]
531328: 3060.0, 1072.163 -- [  99.595  972.568]
531441: 3060.0, 2573.404 -- [  168.294  2405.11 ]
531571: 3060.0, 2821.118 -- [ 2581.83    239.288]
531602: 3060.0, 2207.21 -- [ 1904.72   302.49]
531607: 3060.0, 2523.8759999999997 -- [  136.906  2386.97 ]
531682: 3060.0, 745.0224 -- [ 662.106    82.9164]
531685: 3060.0, 3059.9970000000003 -- [ 2911.13    148.867]
531736: 3060.0, 3060.001 -- [  191.741  2868.26 ]
531760: 3060.0, 1509.837 -- [  133.007  1376.83 ]
531781: 3060.0, 1811.945 -- [   31.635  1780.31 ]
531892: 3060.0, 2873.8199999999997 -- [ 2613.47   260.35]
532015: 3060.0, 2400.9946999999997 -- [   30.9347  2370.06  ]
532083: 3060.0, 2322.764 -- [ 2116.53    206.234]
532089: 3060.0, 2692.36 -- [  127.36  2565.  ]
532092: 3060.0, 2800.5982000000004 -- [   34.7582  2765.84  ]
532113: 3060.0, 833.1297 -- [  43.5697  789.56  ]
532194: 3060.0, 2777.395 -- [ 2024.44    752.955]
532264: 3060.0, 3059.997 -- [ 2945.89    114.107]
532339: 3060.0, 2745.704 -- [ 2372.61    373.094]
532395: 3060.0, 3000.319 -- [ 2894.61    105.709]
532427: 3060.0, 3060.0029999999997 -- [ 2929.41    130.593]
532784: 3060.0, 2266.7876 -- [ 2200.38      66.4076]
532820: 3060.0, 3059.9990000000003 -- [ 2824.63    235.369]
532940: 3060.0, 1872.947 -- [  141.867  1731.08 ]
532964: 3060.0, 3060.001 -- [ 2914.      146.001]
533011: 3060.0, 2797.0730000000003 -- [  180.813  2616.26 ]
533119: 3060.0, 1522.4792 -- [   33.4592  1489.02  ]
533137: 3060.0, 2783.715 -- [ 2418.27    365.445]
533217: 3060.0, 2573.435 -- [ 2318.48    254.955]
533306: 3060.0, 2342.8289999999997 -- [   42.129  2300.7  ]
533606: 3060.0, 2827.348 -- [ 2656.62    170.728]
533681: 3060.0, 3060.0029999999997 -- [  175.423  2884.58 ]
533795: 3060.0, 851.691 -- [ 511.297  340.394]
533830: 3060.0, 1665.1994 -- [   42.6094  1622.59  ]
534401: 3060.0, 2696.388 -- [ 1861.64    834.748]
534651: 3060.0, 1998.2368999999999 -- [   70.1369  1928.1   ]
534711: 3060.0, 1485.4540000000002 -- [  265.564  1219.89 ]
534780: 3060.0, 3060.0 -- [  208.98  2851.02]
534934: 3060.0, 1279.4560000000001 -- [ 1079.42    200.036]
535008: 3060.0, 2364.7740000000003 -- [  211.014  2153.76 ]
535129: 3060.0, 3059.999 -- [  167.249  2892.75 ]
535191: 3060.0, 2794.274 -- [ 2633.21    161.064]
535385: 3060.0, 2891.8028999999997 -- [   58.8129  2832.99  ]
535396: 3060.0, 1479.961 -- [ 1347.92    132.041]
535450: 3060.0, 2807.4341 -- [   25.3041  2782.13  ]
535477: 3060.0, 3059.996 -- [ 2910.      149.996]
535692: 3060.0, 837.192 -- [ 684.087  153.105]
535768: 3060.0, 2664.653 -- [ 2369.24    295.413]
535847: 3060.0, 1964.4249999999997 -- [ 1160.37    804.055]
535902: 3060.0, 2795.9370000000004 -- [  124.677  2671.26 ]
536052: 3060.0, 2817.8383000000003 -- [   67.0383  2750.8   ]
536157: 3060.0, 2577.99 -- [  114.75  2463.24]
536163: 3060.0, 2005.746 -- [ 1901.01    104.736]
536172: 3060.0, 3060.005 -- [  216.085  2843.92 ]
536244: 3060.0, 1375.088 -- [  179.478  1195.61 ]
536370: 3060.0, 1730.3600999999999 -- [ 1489.57     202.187     38.6031]
536423: 3060.0, 3060.001 -- [ 2752.02    307.981]
536438: 3060.0, 3060.005 -- [  197.505  2862.5  ]
536468: 3060.0, 1929.878 -- [  308.558  1621.32 ]
536524: 3060.0, 2858.1989999999996 -- [  635.749  2222.45 ]
536583: 3060.0, 2644.678 -- [ 2425.1     219.578]
536622: 3060.0, 3060.004 -- [ 2844.81    215.194]
536734: 3060.0, 3059.9970000000003 -- [ 2779.76    280.237]
537078: 3060.0, 1264.379 -- [ 1103.62    160.759]
537358: 3060.0, 975.2539999999999 -- [ 236.218  739.036]
537876: 3060.0, 3060.0036999999998 -- [   78.6937  2981.31  ]
538027: 3060.0, 972.03 -- [ 109.115  862.915]
538044: 3060.0, 3060.004 -- [  174.824  2885.18 ]
538275: 3060.0, 2650.035 -- [  106.055  2543.98 ]
538418: 3060.0, 2944.1465 -- [ 2864.89      79.2565]
538669: 3060.0, 866.207 -- [ 468.372  397.835]
538972: 3060.0, 3060.002 -- [  213.962  2846.04 ]
539134: 3060.0, 2473.087 -- [  259.167  2213.92 ]
539156: 3060.0, 2468.1452 -- [   93.8052  2374.34  ]
539211: 3060.0, 1554.321 -- [ 1359.6     194.721]
539248: 3060.0, 2465.5268 -- [   87.8168  2377.71  ]
539358: 3060.0, 1468.8509999999999 -- [ 1295.85    173.001]
539432: 3060.0, 1865.181 -- [ 1549.83    315.351]
539664: 3060.0, 2534.6022000000003 -- [ 2441.92      92.6822]
539703: 3060.0, 1404.0697 -- [   30.4597  1373.61  ]
539758: 3060.0, 2518.037 -- [  314.647  2203.39 ]
539842: 3060.0, 1111.2585 -- [ 1095.29      15.9685]
539917: 3060.0, 2743.1201 -- [   44.5201  2698.6   ]
540022: 3060.0, 508.1393 -- [  42.6173  465.522 ]
540034: 3060.0, 1750.218 -- [  220.328  1529.89 ]
540126: 3060.0, 2929.9519999999998 -- [ 2768.22    161.732]
540173: 3060.0, 2609.1079999999997 -- [  126.968  2482.14 ]
540277: 3060.0, 2764.733 -- [  159.833  2604.9  ]
540305: 3060.0, 875.395 -- [ 727.476  147.919]
540512: 3060.0, 2886.615 -- [  353.305  2533.31 ]
540743: 3060.0, 1275.862 -- [ 1061.9     213.962]
540762: 3060.0, 3059.997 -- [ 2712.66    347.337]
540850: 3060.0, 2696.189 -- [  304.43   2132.59    259.169]
540952: 3060.0, 2445.6778 -- [   77.3878  2368.29  ]
540981: 3060.0, 2379.527 -- [  870.877  1508.65 ]
541026: 3060.0, 2797.669 -- [ 2493.15    304.519]
541171: 3060.0, 225.4391 -- [  21.8501  203.589 ]
541241: 3060.0, 2563.243 -- [  753.843  1809.4  ]
541277: 3060.0, 2702.131 -- [  278.201  2423.93 ]
541316: 3060.0, 751.999 -- [ 527.517  224.482]
541318: 3060.0, 3060.004 -- [ 2685.43    374.574]
541468: 3060.0, 3059.998 -- [  109.738  2950.26 ]
541583: 3060.0, 3020.717 -- [  244.277  2776.44 ]
541944: 3060.0, 457.371 -- [ 303.217  154.154]
541951: 3060.0, 559.278 -- [ 172.562  386.716]
542014: 3060.0, 2774.2025 -- [ 2693.89      80.3125]
542259: 3060.0, 2614.1524200000003 -- [ 2415.04        2.88842   196.224  ]
543063: 3060.0, 1150.71 -- [ 1011.51   139.2 ]
543066: 3060.0, 2958.3920000000003 -- [ 2841.8     116.592]
543086: 3060.0, 2920.7749999999996 -- [ 2777.91    142.865]
543152: 3060.0, 2738.3128 -- [   15.2428  2723.07  ]
543174: 3060.0, 1161.8341 -- [ 1147.54      14.2941]
543215: 3060.0, 2679.168 -- [ 2469.26    209.908]
543324: 3060.0, 1626.6071 -- [   27.5371  1599.07  ]
543331: 3060.0, 2926.848 -- [   42.298  2884.55 ]
543497: 3060.0, 1490.441 -- [ 1121.19    369.251]
543531: 3060.0, 2802.265 -- [  714.535  2087.73 ]
543549: 3060.0, 3059.995 -- [ 2948.64    111.355]
543748: 3060.0, 3059.999 -- [  143.049  2916.95 ]
543807: 3060.0, 2431.15 -- [ 2163.08   268.07]
544186: 3060.0, 2061.554 -- [ 1927.43    134.124]
544207: 3060.0, 3060.0 -- [ 1119.96  1940.04]
544349: 3060.0, 1451.9843 -- [   78.8533  1345.91      27.221 ]
544454: 3060.0, 1486.0520000000001 -- [  397.562  1088.49 ]
544699: 3060.0, 2774.2854 -- [ 2746.42      11.1127    16.7527]
544710: 3060.0, 2434.207 -- [ 2364.4      69.807]
544806: 3060.0, 2774.947 -- [ 2020.87    754.077]
544824: 3060.0, 2741.1259999999997 -- [ 2491.95    249.176]
544912: 3060.0, 2693.2069 -- [   63.9469  2629.26  ]
544964: 3060.0, 2939.679 -- [  152.569  2787.11 ]
545151: 3060.0, 2397.127 -- [ 1683.63    713.497]
545356: 3060.0, 2732.6048 -- [   15.3748  2717.23  ]
545509: 3060.0, 3060.0009999999997 -- [  151.531  2908.47 ]
545563: 3060.0, 2552.6099999999997 -- [ 2196.12   356.49]
545700: 3060.0, 2730.7259 -- [   67.1974    26.7185  2636.81  ]
545800: 3060.0, 2417.598 -- [  876.638  1540.96 ]
545845: 3060.0, 2600.925 -- [ 1688.63    439.608   472.687]
546036: 3060.0, 2167.5840000000003 -- [  148.704  2018.88 ]
546200: 3060.0, 497.356 -- [ 471.089   26.267]
546348: 3060.0, 3059.999 -- [ 2265.47    794.529]
546407: 3060.0, 1162.221 -- [ 961.843  200.378]
547137: 3060.0, 2638.9177 -- [   88.3677  2550.55  ]
547222: 3060.0, 891.967 -- [  89.453  802.514]
547330: 3060.0, 2066.15 -- [ 1300.67   765.48]
547390: 3060.0, 3060.004 -- [ 2717.63    342.374]
547449: 3060.0, 3059.9990000000003 -- [ 2523.9     536.099]
547463: 3060.0, 1628.8 -- [ 1433.78   195.02]
547466: 3060.0, 1551.44 -- [ 1320.26   231.18]
547580: 3060.0, 3059.9970000000003 -- [ 2841.65    218.347]
547739: 3060.0, 2455.5119999999997 -- [ 2325.83    129.682]
547964: 3060.0, 2866.3559 -- [ 2807.66      58.6959]
547977: 3060.0, 3059.996 -- [ 2870.09    189.906]
548039: 3060.0, 410.1341 -- [ 380.26     29.8741]
548168: 3060.0, 2821.657 -- [  389.807  2431.85 ]
548205: 3060.0, 2818.929 -- [  147.169  2671.76 ]
548228: 3060.0, 3060.002 -- [ 2733.14    326.862]
548346: 3060.0, 2935.051 -- [  102.46    190.491  2642.1  ]
548378: 3060.0, 3059.9970000000003 -- [  216.847  2843.15 ]
548475: 3060.0, 3059.996 -- [  376.576  2683.42 ]
548511: 3060.0, 2865.3920000000003 -- [  194.112  2671.28 ]
548622: 3060.0, 3060.004 -- [ 2917.59    142.414]
548850: 3060.0, 2958.32 -- [  207.42  2750.9 ]
548948: 3060.0, 1286.4928 -- [ 1256.93      29.5628]
548950: 3060.0, 2217.84 -- [ 1038.48  1179.36]
549017: 3060.0, 351.901 -- [ 162.24   189.661]
549072: 3060.0, 3060.003 -- [  129.56     26.433  2904.01 ]
549204: 3060.0, 3060.0 -- [  179.92  2880.08]
549217: 3060.0, 2050.8379999999997 -- [  827.288  1223.55 ]
549293: 3060.0, 570.984 -- [ 188.944  382.04 ]
549327: 3060.0, 2463.80058 -- [ 2456.31        7.49058]
549614: 3060.0, 1108.884 -- [ 141.666  967.218]
549649: 3060.0, 1136.931 -- [ 434.511  702.42 ]
550064: 3060.0, 2638.3900000000003 -- [  176.563   138.577  2323.25 ]
550327: 3060.0, 1321.8709999999999 -- [ 1200.84    121.031]
550347: 3060.0, 2590.709 -- [  217.819  2372.89 ]
550448: 3060.0, 1770.4847 -- [   58.2847  1712.2   ]
550500: 3060.0, 2795.661 -- [ 2554.28    241.381]
550516: 3060.0, 751.1465 -- [ 718.106    33.0405]
550739: 3060.0, 2666.9696000000004 -- [   76.4196  2590.55  ]
550814: 3060.0, 3059.996 -- [ 2555.13    504.866]
550885: 3060.0, 3059.996 -- [ 2661.54    398.456]
551019: 3060.0, 1197.9969999999998 -- [  156.907  1041.09 ]
551030: 3060.0, 1177.529 -- [ 1055.21    122.319]
551055: 3060.0, 2861.721 -- [  341.671  2520.05 ]
551168: 3060.0, 2430.884 -- [ 2217.19    213.694]
551265: 3060.0, 2440.313 -- [ 2043.39    396.923]
551357: 3060.0, 2745.478 -- [  315.028  2430.45 ]
551392: 3060.0, 2627.065 -- [  123.515  2503.55 ]
551486: 3060.0, 2752.6024 -- [   22.6424  2729.96  ]
551504: 3060.0, 2546.3088 -- [   14.8988  2531.41  ]
551584: 3060.0, 3059.9990000000003 -- [  224.829  2835.17 ]
551678: 3060.0, 1196.864 -- [ 960.803  236.061]
551857: 3060.0, 2597.89 -- [ 1138.61  1459.28]
551965: 3060.0, 2931.871 -- [  127.531  2804.34 ]
552006: 3060.0, 778.396 -- [ 147.503  630.893]
552013: 3060.0, 2258.533 -- [ 1899.48    359.053]
552148: 3060.0, 1635.6950000000002 -- [  460.285  1175.41 ]
552174: 3060.0, 2799.5209999999997 -- [ 1951.08    848.441]
552242: 3060.0, 3060.005 -- [  219.955  2840.05 ]
552276: 3060.0, 1771.683 -- [ 1750.75     20.933]
552412: 3060.0, 2837.7799999999997 -- [ 1912.3    925.48]
552624: 3060.0, 3059.996 -- [ 2853.76    206.236]
552640: 3060.0, 2393.767 -- [  106.377  2287.39 ]
552710: 3060.0, 759.1694 -- [  18.3244  740.845 ]
552865: 3060.0, 626.672 -- [ 494.956  131.716]
552949: 3060.0, 2574.282 -- [ 1775.82    798.462]
552967: 3060.0, 1512.8918 -- [   27.9218  1484.97  ]
553181: 3060.0, 2623.611 -- [  160.201  2463.41 ]
553220: 3060.0, 2774.481 -- [  886.571  1887.91 ]
553293: 3060.0, 2479.286 -- [ 2275.8     203.486]
